Trajectory_ID,Time_Index,ID_LV,Pos_LV,Speed_LV,Acc_LV,ID_FAV,Pos_FAV,Speed_FAV,Acc_FAV,Space_Gap,Space_Headway,Time_Headway,Speed_Diff
5,14.9,1,531.1997192,33.3387596,0.185972214,3,496.4207906,38.36833158,-0.083179971,30.27892853,34.77892853,0.906448811,-5.029571977
5,15,1,534.6094169,33.35735682,0.285542727,3,500.2572079,38.36001358,-0.141242329,29.85220902,34.35220902,0.895521294,-5.002656759
5,15.1,1,538.0460038,33.3859111,0.359592738,3,504.092503,38.34588935,-0.149829858,29.45350079,33.95350079,0.88545347,-4.959978253
5,15.2,1,541.5163879,33.42187037,0.402686514,3,507.9263428,38.33090636,-0.330827052,29.09004502,33.59004502,0.876317526,-4.909035994
5,15.3,1,544.9993234,33.46213902,0.393119775,3,511.7577793,38.29782366,-0.648182554,28.74154403,33.24154403,0.867974753,-4.835684637
5,15.4,1,548.4740118,33.501451,0.325400449,3,515.5843208,38.2330054,-0.726418178,28.38969104,32.88969104,0.860243412,-4.731554404
5,15.5,1,551.9531263,33.53399104,0.199450743,3,519.4039892,38.16036359,-0.535415379,28.04913709,32.54913709,0.852956681,-4.626372542
5,15.6,1,555.4510575,33.55393612,0.02605383,3,523.2173485,38.10682205,-0.332710048,27.73370902,32.23370902,0.845877648,-4.552885929
5,15.7,1,558.9468198,33.5565415,-0.151651121,3,527.0263672,38.07355104,-0.175099575,27.42045267,31.92045267,0.838389165,-4.517009541
5,15.8,1,562.413055,33.54137639,-0.322890152,3,530.8328468,38.05604108,-0.027309036,27.0802082,31.5802082,0.8298343,-4.514664696
5,15.9,1,565.8459742,33.50908737,-0.487642885,3,534.6383143,38.05331018,0.120133693,26.70765982,31.20765982,0.820103683,-4.544222808
5,16,1,569.2479519,33.46032309,-0.635483483,3,538.444246,38.06532355,0.269091002,26.30370591,30.80370591,0.809232736,-4.605000465
5,16.1,1,572.6217657,33.39677474,-0.725369082,3,542.2521238,38.09223265,0.425756309,25.86964189,30.36964189,0.797265998,-4.695457914
5,16.2,1,575.971686,33.32423783,-0.747449514,3,546.0634759,38.13480828,0.591572168,25.40821009,29.90821009,0.784275874,-4.810570453
5,16.3,1,579.3024213,33.24949288,-0.702326784,3,549.8799146,38.1939655,0.766520306,24.92250672,29.42250672,0.770344381,-4.944472621
5,16.4,1,582.6187658,33.1792602,-0.590411482,3,553.7031437,38.27061753,0.900107349,24.4156221,28.9156221,0.755556716,-5.09135733
5,16.5,1,585.9304355,33.12021905,-0.427389079,3,557.534706,38.36062826,0.789710292,23.89572945,28.39572945,0.740231084,-5.240409213
5,16.6,1,589.2650488,33.07748014,-0.276137682,3,561.3747174,38.43959929,0.384342584,23.3903314,27.8903314,0.725562491,-5.36211915
5,16.7,1,592.6484802,33.04986637,-0.152560365,3,565.220599,38.47803355,-0.228336244,22.92788115,27.42788115,0.712819201,-5.428167177
5,16.8,1,596.0950843,33.03461034,-0.057303239,3,569.0672607,38.45519993,-0.696271411,22.52782361,27.02782361,0.702839243,-5.420589589
5,16.9,1,599.5863108,33.02888001,0.008833157,3,572.9092993,38.38557279,-0.931175251,22.17701142,26.67701142,0.694974947,-5.356692772
5,17,1,603.0970296,33.02976333,0.045581417,3,576.7432007,38.29245526,-0.995634003,21.85382889,26.35382889,0.688225101,-5.262691931
5,17.1,1,606.6119589,33.03432147,0.053120693,3,580.5674681,38.19289186,-1.141637914,21.54449081,26.04449081,0.681919843,-5.158570389
5,17.2,1,610.1489331,33.03963354,0.031621337,3,584.3810491,38.07872807,-1.432777245,21.26788405,25.76788405,0.67670023,-5.039094528
5,17.3,1,613.7328826,33.04279567,-0.00904909,3,588.181758,37.93545034,-1.80487302,21.05112456,25.55112456,0.673542144,-4.89265467
6,0,4,37.44551806,25.97117575,-0.025803976,0,0,25.72692321,0.192832848,32.94551806,37.44551806,1.455499274,0.24425254
6,0.1,4,40.03840065,25.96859536,-0.052719201,0,2.573656486,25.7462065,0.108859819,32.96474417,37.46474417,1.455155895,0.222388858
6,0.2,4,42.62690847,25.96332344,-0.070269658,0,5.148821434,25.75709248,-0.114345428,32.97808703,37.47808703,1.455058915,0.206230956
6,0.3,4,45.2168947,25.95629647,-0.078483626,0,7.723958955,25.74565794,-0.205042152,32.99293574,37.49293574,1.456281903,0.210638533
6,0.4,4,47.80757899,25.94844811,-0.077393272,0,10.29749954,25.72515372,-0.133982794,33.01007945,37.51007945,1.45810905,0.223294385
6,0.5,4,50.39791785,25.94070878,-0.068122491,0,12.869345,25.71175544,-0.064003387,33.02857285,37.52857285,1.459588122,0.228953338
6,0.6,4,52.98754152,25.93389653,-0.055050125,0,15.44020052,25.7053551,-0.014379986,33.047341,37.547341,1.460681669,0.228541427
6,0.7,4,55.57622596,25.92839152,-0.03925752,0,18.01066413,25.7039171,0.132227244,33.06556183,37.56556183,1.46147226,0.224474413
6,0.8,4,58.16598786,25.92446577,-0.020732487,0,20.58171698,25.71713983,0.321768242,33.08427088,37.58427088,1.461448323,0.207325937
6,0.9,4,60.75978314,25.92239252,0.000536826,0,23.1550398,25.74931665,0.21255323,33.10474333,37.60474333,1.460417138,0.173075864
6,1,4,63.35834476,25.9224462,0.021566576,0,25.73103424,25.77057198,-0.152457221,33.12731052,37.62731052,1.460088296,0.151874224
6,1.1,4,65.95907562,25.92460286,0.030361592,0,28.30732915,25.75532625,-0.238892756,33.15174647,37.65174647,1.46190136,0.169276603
6,1.2,4,68.55820022,25.92763902,0.023877182,0,30.88166731,25.73143698,-0.03457488,33.17653291,37.67653291,1.464221875,0.196202038
6,1.3,4,71.15503669,25.93002674,0.002083093,0,33.45463813,25.72797949,-0.031448753,33.20039856,37.70039856,1.465346261,0.202047244
6,1.4,4,73.75166623,25.93023504,-0.035006183,0,36.02727884,25.72483462,-0.256296572,33.22438739,37.72438739,1.466457917,0.205400429
6,1.5,4,76.34811606,25.92673443,-0.081224896,0,38.59848082,25.69920496,-0.313669115,33.24963525,37.74963525,1.468902844,0.227529468
6,1.6,4,78.94227919,25.91861194,-0.112148916,0,41.16683297,25.66783805,-0.163676851,33.27544622,37.77544622,1.471703466,0.25077389
